,,,,,region1,,region2
 ['丛台区', 130000, '河北省']和['武安市', '河北省']相邻, 丛台区,130403000000, 武安市,130481000000
 ['丛台区', 130000, '河北省']和['肥乡区', '河北省']相邻, 丛台区,130403000000, 肥乡区,130407000000
 ['丛台区', 130000, '河北省']和['复兴区', '河北省']相邻, 丛台区,130403000000, 复兴区,130404000000
 ['复兴区', 130000, '河北省']和['磁县', '河北省']相邻, 复兴区,130404000000, 磁县,130427000000
 ['复兴区', 130000, '河北省']和['武安市', '河北省']相邻, 复兴区,130404000000, 武安市,130481000000
 ['复兴区', 130000, '河北省']和['峰峰矿区', '河北省']相邻, 复兴区,130404000000, 峰峰矿区,130406000000
 ['峰峰矿区', 130000, '河北省']和['武安市', '河北省']相邻, 峰峰矿区,130406000000, 武安市,130481000000
 ['峰峰矿区', 130000, '河北省']和['磁县', '河北省']相邻, 峰峰矿区,130406000000, 磁县,130427000000
 ['肥乡区', 130000, '河北省']和['成安县', '河北省']相邻, 肥乡区,130407000000, 成安县,130424000000
 ['肥乡区', 130000, '河北省']和['曲周县', '河北省']相邻, 肥乡区,130407000000, 曲周县,130435000000
 ['肥乡区', 130000, '河北省']和['永年区', '河北省']相邻, 肥乡区,130407000000, 永年区,130408000000
 ['肥乡区', 130000, '河北省']和['广平县', '河北省']相邻, 肥乡区,130407000000, 广平县,130432000000
 ['永年区', 130000, '河北省']和['南和县', '河北省']相邻, 永年区,130408000000,南和县,130506000000
 ['永年区', 130000, '河北省']和['武安市', '河北省']相邻, 永年区,130408000000, 武安市,130481000000
 ['永年区', 130000, '河北省']和['曲周县', '河北省']相邻, 永年区,130408000000, 曲周县,130435000000
 ['永年区', 130000, '河北省']和['沙河市', '河北省']相邻, 永年区,130408000000, 沙河市,130582000000
 ['永年区', 130000, '河北省']和['鸡泽县', '河北省']相邻, 永年区,130408000000, 鸡泽县,130431000000
 ['临漳县', 130000, '河北省']和['磁县', '河北省']相邻, 临漳县,130423000000, 磁县,130427000000
 ['临漳县', 130000, '河北省']和['安阳县', '河南省']相邻, 临漳县,130423000000, 安阳县,410522000000
 ['临漳县', 130000, '河北省']和['成安县', '河北省']相邻, 临漳县,130423000000, 成安县,130424000000
 ['临漳县', 130000, '河北省']和['魏县', '河北省']相邻, 临漳县,130423000000, 魏县,130434000000
 ['成安县', 130000, '河北省']和['广平县', '河北省']相邻, 成安县,130424000000, 广平县,130432000000
 ['成安县', 130000, '河北省']和['魏县', '河北省']相邻, 成安县,130424000000, 魏县,130434000000
 ['大名县', 130000, '河北省']和['南乐县', '河南省']相邻, 大名县,130425000000, 南乐县,410923000000
 ['大名县', 130000, '河北省']和['馆陶县', '河北省']相邻, 大名县,130425000000, 馆陶县,130433000000
 ['大名县', 130000, '河北省']和['冠县', '山东省']相邻, 大名县,130425000000, 冠县,371525000000
 ['大名县', 130000, '河北省']和['魏县', '河北省']相邻, 大名县,130425000000, 魏县,130434000000
 ['大名县', 130000, '河北省']和['莘县', '山东省']相邻, 大名县,130425000000, 莘县,371522000000
 ['大名县', 130000, '河北省']和['广平县', '河北省']相邻, 大名县,130425000000, 广平县,130432000000
 ['涉县', 130000, '河北省']和['武安市', '河北省']相邻, 涉县,130426000000, 武安市,130481000000
 ['涉县', 130000, '河北省']和['磁县', '河北省']相邻, 涉县,130426000000, 磁县,130427000000
 ['涉县', 130000, '河北省']和['黎城县', '山西省']相邻, 涉县,130426000000, 黎城县,140426000000
 ['涉县', 130000, '河北省']和['林州市', '河南省']相邻, 涉县,130426000000, 林州市,410581000000
 ['涉县', 130000, '河北省']和['平顺县', '山西省']相邻, 涉县,130426000000, 平顺县,140425000000
 ['涉县', 130000, '河北省']和['左权县', '山西省']相邻, 涉县,130426000000, 左权县,140722000000
 ['磁县', 130000, '河北省']和['安阳县', '河南省']相邻, 磁县,130427000000, 安阳县,410522000000
 ['磁县', 130000, '河北省']和['武安市', '河北省']相邻, 磁县,130427000000, 武安市,130481000000
 ['邱县', 130000, '河北省']和['广宗县', '河北省']相邻, 邱县,130430000000, 广宗县,130531000000
 ['邱县', 130000, '河北省']和['平乡县', '河北省']相邻, 邱县,130430000000, 平乡县,130532000000
 ['邱县', 130000, '河北省']和['曲周县', '河北省']相邻, 邱县,130430000000, 曲周县,130435000000
 ['邱县', 130000, '河北省']和['临西县', '河北省']相邻, 邱县,130430000000, 临西县,130535000000
 ['邱县', 130000, '河北省']和['馆陶县', '河北省']相邻, 邱县,130430000000, 馆陶县,130433000000
 ['邱县', 130000, '河北省']和['威县', '河北省']相邻, 邱县,130430000000, 威县,130533000000
 ['鸡泽县', 130000, '河北省']和['曲周县', '河北省']相邻, 鸡泽县,130431000000, 曲周县,130435000000
 ['鸡泽县', 130000, '河北省']和['平乡县', '河北省']相邻, 鸡泽县,130431000000, 平乡县,130532000000
 ['鸡泽县', 130000, '河北省']和['南和县', '河北省']相邻, 鸡泽县,130431000000, 南和县,130506000000
 ['广平县', 130000, '河北省']和['曲周县', '河北省']相邻, 广平县,130432000000, 曲周县,130435000000
 ['广平县', 130000, '河北省']和['馆陶县', '河北省']相邻, 广平县,130432000000, 馆陶县,130433000000
 ['广平县', 130000, '河北省']和['魏县', '河北省']相邻, 广平县,130432000000, 魏县,130434000000
 ['馆陶县', 130000, '河北省']和['曲周县', '河北省']相邻, 馆陶县,130433000000, 曲周县,130435000000
 ['馆陶县', 130000, '河北省']和['冠县', '山东省']相邻, 馆陶县,130433000000, 冠县,371525000000
 ['馆陶县', 130000, '河北省']和['临西县', '河北省']相邻, 馆陶县,130433000000, 临西县,130535000000
 ['馆陶县', 130000, '河北省']和['临清市', '山东省']相邻, 馆陶县,130433000000, 临清市,371581000000
 ['魏县', 130000, '河北省']和['内黄县', '河南省']相邻, 魏县,130434000000, 内黄县,410527000000
 ['魏县', 130000, '河北省']和['清丰县', '河南省']相邻, 魏县,130434000000, 清丰县,410922000000
 ['魏县', 130000, '河北省']和['安阳县', '河南省']相邻, 魏县,130434000000, 安阳县,410522000000
 ['魏县', 130000, '河北省']和['南乐县', '河南省']相邻, 魏县,130434000000, 南乐县,410923000000
 ['曲周县', 130000, '河北省']和['平乡县', '河北省']相邻, 曲周县,130435000000, 平乡县,130532000000
 ['武安市', 130000, '河北省']和['邢台县', '河北省']相邻, 武安市,130481000000, 邢台县,130500000000
 ['武安市', 130000, '河北省']和['左权县', '山西省']相邻, 武安市,130481000000, 左权县,140722000000
 ['武安市', 130000, '河北省']和['沙河市', '河北省']相邻, 武安市,130481000000, 沙河市,130582000000
 ['邢台县', 130000, '河北省']和['和顺县', '山西省']相邻, 邢台县,130500000000, 和顺县,140723000000
 ['邢台县', 130000, '河北省']和['沙河市', '河北省']相邻, 邢台县,130500000000, 沙河市,130582000000
 ['邢台县', 130000, '河北省']和['左权县', '山西省']相邻, 邢台县,130500000000, 左权县,140722000000
 ['邢台县', 130000, '河北省']和['内丘县', '河北省']相邻, 邢台县,130500000000, 内丘县,130523000000
 ['邢台县', 130000, '河北省']和['任县', '河北省']相邻, 邢台县,130500000000, 任县,130505000000
 ['邢台县', 130000, '河北省']和['昔阳县', '山西省']相邻, 邢台县,130500000000, 昔阳县,140724000000
 ['邢台县', 130000, '河北省']和['南和县', '河北省']相邻, 邢台县,130500000000, 南和县,430921000000
 ['任县', 130000, '河北省']和['南和县', '河北省']相邻, 任县,130505000000,南和县,130506000000
 ['任县', 130000, '河北省']和['巨鹿县', '河北省']相邻, 任县,130505000000, 巨鹿县,130529000000
 ['任县', 130000, '河北省']和['平乡县', '河北省']相邻, 任县,130505000000, 平乡县,130532000000
 ['南和县', 130000, '河北省']和['平乡县', '河北省']相邻, 南和县,130506000000, 平乡县,130532000000
 ['南和县', 130000, '河北省']和['沙河市', '河北省']相邻, 南和县,130506000000, 沙河市,130582000000
 ['临城县', 130000, '河北省']和['柏乡县', '河北省']相邻, 临城县,130522000000, 柏乡县,130524000000
 ['临城县', 130000, '河北省']和['隆尧县', '河北省']相邻, 临城县,130522000000, 隆尧县,130525000000
 ['临城县', 130000, '河北省']和['内丘县', '河北省']相邻, 临城县,130522000000, 内丘县,130523000000
 ['内丘县', 130000, '河北省']和['隆尧县', '河北省']相邻, 内丘县,130523000000, 隆尧县,130525000000
 ['内丘县', 130000, '河北省']和['昔阳县', '山西省']相邻, 内丘县,130523000000, 昔阳县,140724000000
 ['内丘县', 130000, '河北省']和['任县', '河北省']相邻, 内丘县,130523000000, 任县,130505000000
 ['柏乡县', 130000, '河北省']和['宁晋县', '河北省']相邻, 柏乡县,130524000000, 宁晋县,130528000000
 ['柏乡县', 130000, '河北省']和['隆尧县', '河北省']相邻, 柏乡县,130524000000, 隆尧县,130525000000
 ['隆尧县', 130000, '河北省']和['巨鹿县', '河北省']相邻, 隆尧县,130525000000, 巨鹿县,130529000000
 ['隆尧县', 130000, '河北省']和['任县', '河北省']相邻, 隆尧县,130525000000, 任县,130505000000
 ['隆尧县', 130000, '河北省']和['宁晋县', '河北省']相邻, 隆尧县,130525000000, 宁晋县,130528000000
 ['宁晋县', 130000, '河北省']和['冀州区', '河北省']相邻, 宁晋县,130528000000, 冀州区,131103000000
 ['宁晋县', 130000, '河北省']和['新河县', '河北省']相邻, 宁晋县,130528000000, 新河县,130530000000
 ['宁晋县', 130000, '河北省']和['巨鹿县', '河北省']相邻, 宁晋县,130528000000, 巨鹿县,130529000000
 ['巨鹿县', 130000, '河北省']和['新河县', '河北省']相邻, 巨鹿县,130529000000, 新河县,130530000000
 ['巨鹿县', 130000, '河北省']和['平乡县', '河北省']相邻, 巨鹿县,130529000000, 平乡县,130532000000
 ['巨鹿县', 130000, '河北省']和['广宗县', '河北省']相邻, 巨鹿县,130529000000, 广宗县,130531000000
 ['巨鹿县', 130000, '河北省']和['南宫市', '河北省']相邻, 巨鹿县,130529000000, 南宫市,130581000000
 ['新河县', 130000, '河北省']和['南宫市', '河北省']相邻, 新河县,130530000000, 南宫市,130581000000
 ['新河县', 130000, '河北省']和['冀州区', '河北省']相邻, 新河县,130530000000, 冀州区,131103000000
 ['广宗县', 130000, '河北省']和['威县', '河北省']相邻, 广宗县,130531000000, 威县,130533000000
 ['广宗县', 130000, '河北省']和['南宫市', '河北省']相邻, 广宗县,130531000000, 南宫市,130581000000
 ['广宗县', 130000, '河北省']和['平乡县', '河北省']相邻, 广宗县,130531000000, 平乡县,130532000000
 ['威县', 130000, '河北省']和['清河县', '河北省']相邻, 威县,130533000000, 清河县,130534000000
 ['威县', 130000, '河北省']和['南宫市', '河北省']相邻, 威县,130533000000, 南宫市,130581000000
 ['威县', 130000, '河北省']和['临西县', '河北省']相邻, 威县,130533000000, 临西县,130535000000
 ['清河县', 130000, '河北省']和['临西县', '河北省']相邻, 清河县,130534000000, 临西县,130535000000
 ['清河县', 130000, '河北省']和['故城县', '河北省']相邻, 清河县,130534000000, 故城县,131126000000
 ['清河县', 130000, '河北省']和['南宫市', '河北省']相邻, 清河县,130534000000, 南宫市,130581000000
 ['清河县', 130000, '河北省']和['夏津县', '山东省']相邻, 清河县,130534000000, 夏津县,371427000000
 ['临西县', 130000, '河北省']和['夏津县', '山东省']相邻, 临西县,130535000000, 夏津县,371427000000
 ['临西县', 130000, '河北省']和['临清市', '山东省']相邻, 临西县,130535000000, 临清市,371581000000
 ['南宫市', 130000, '河北省']和['冀州区', '河北省']相邻, 南宫市,130581000000, 冀州区,131103000000
 ['南宫市', 130000, '河北省']和['枣强县', '河北省']相邻, 南宫市,130581000000, 枣强县,131121000000
 ['南宫市', 130000, '河北省']和['故城县', '河北省']相邻, 南宫市,130581000000, 故城县,131126000000
 ['竞秀区', 130000, '河北省']和['满城区', '河北省']相邻, 竞秀区,130602000000, 满城区,130607000000
 ['竞秀区', 130000, '河北省']和['莲池区', '河北省']相邻, 竞秀区,130602000000, 莲池区,130606000000
 ['莲池区', 130000, '河北省']和['徐水区', '河北省']相邻, 莲池区,130606000000, 徐水区,130609000000
 ['莲池区', 130000, '河北省']和['清苑区', '河北省']相邻, 莲池区,130606000000, 清苑区,130608000000
 ['莲池区', 130000, '河北省']和['满城区', '河北省']相邻, 莲池区,130606000000, 满城区,130607000000
 ['满城区', 130000, '河北省']和['顺平县', '河北省']相邻, 满城区,130607000000, 顺平县,130636000000
 ['满城区', 130000, '河北省']和['易县', '河北省']相邻, 满城区,130607000000, 易县,130633000000
 ['满城区', 130000, '河北省']和['清苑区', '河北省']相邻, 满城区,130607000000, 清苑区,130608000000
 ['满城区', 130000, '河北省']和['徐水区', '河北省']相邻, 满城区,130607000000, 徐水区,130609000000
 ['清苑区', 130000, '河北省']和['望都县', '河北省']相邻, 清苑区,130608000000, 望都县,130631000000
 ['清苑区', 130000, '河北省']和['安国市', '河北省']相邻, 清苑区,130608000000, 安国市,130683000000
 ['清苑区', 130000, '河北省']和['徐水区', '河北省']相邻, 清苑区,130608000000, 徐水区,130609000000
 ['清苑区', 130000, '河北省']和['顺平县', '河北省']相邻, 清苑区,130608000000, 顺平县,130636000000
 ['清苑区', 130000, '河北省']和['安新县', '河北省']相邻, 清苑区,130608000000, 安新县,130632000000
 ['清苑区', 130000, '河北省']和['博野县', '河北省']相邻, 清苑区,130608000000, 博野县,130637000000
 ['清苑区', 130000, '河北省']和['高阳县', '河北省']相邻, 清苑区,130608000000, 高阳县,130628000000
